Chemical Identifiers,Descriptors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Output,
SMILES,averagemolecularpolarizability_pH_7.4,formalcharge_pH_6.5,tholepolarizability_a_xx_pH_7.4,tholepolarizability_a_yy_pH_7.4,tholepolarizability_a_zz_pH_7.4,atomcount,exactmass,aliphaticatomcount,aromaticatomcount,balabanindex,chainatomcount,dreidingenergy,fusedaliphaticringcount,hararyindex,heteroaromaticringcount,hyperwienerindex,maximalprojectionarea,maximalprojectionradius,maximalprojectionsize,minimalprojectionarea,minimalprojectionradius,ringatomcount,rotatablebondcount,smallestringsize,aliphaticringcountofsize_5,aromaticringcountofsize_5,polarsurfacearea_pH_7.4,asa_ASA_pH_7.4,asa_ASA+_pH_7.4,asa_ASA-_pH_7.4,asa_ASA_H_pH_7.4,asa_ASA_P_pH_7.4,logp,logd_pH_6.5,isoelectricpoint,apKa1,apKb1,averagemicrospeciescharge_Charge_pH_6.5,resonantcount,acceptorcount_pH_7.4,acceptorsitecount_pH_7.4,donorsitecount_pH_6.5,hmopienergy_pH_7.4, IC 50,
CC1CN(C2=NC=CC=C2C(F)(F)F)CCN1C(=O)NC3=CC=C(C(F)(F)F)C=C3,37.92,0.0,34.22,27.8,51.73,48.0,432.1,18.0,12.0,1.5,12.0,213.3,0.0,117.1,1.0,13260.0,101.6,9.05,8.54,48.17,4.37,18.0,4.0,6.0,0.0,0.0,48.47,581.4,300.7,280.7,382.0,199.4,4.61,4.57,9.41,13.34,5.47,0.09,40.0,3.0,4.0,1.0,62.22,17,
CC1CN(C2=NC=CC=C2C(F)(F)F)CCN1C3=NC4=CC=C(C(C)(C)C)C=C4N3,44.11,0.0,62.15,42.41,27.77,56.0,417.2,15.0,15.0,1.23,9.0,208.0,0.0,120.9,2.0,11810.0,110.8,9.69,8.11,47.84,4.45,21.0,4.0,5.0,0.0,1.0,48.05,607.0,398.1,208.9,512.7,94.29,6.01,5.78,9.37,12.4,6.33,0.44,177.0,4.0,4.0,1.0,45.74,32.4,
CC1CN(C2=NC=CC=C2Cl)CC=C1C(=O)NC3=CC=C(C(F)(F)F)C=C3,37.94,0.0,34.87,24.06,54.9,44.0,395.1,15.0,12.0,1.4,9.0,188.6,0.0,99.76,1.0,9610.0,100.1,9.39,8.71,42.36,4.09,18.0,4.0,6.0,0.0,0.0,45.23,570.4,307.4,263.0,434.7,135.7,4.82,4.81,9.48,14.26,4.68,0.01,40.0,3.0,4.0,1.0,48.32,21,
CC1CN(C2=NC=CC=C2Cl)CCN1C(=O)NC3=NC4=CC=C(F)C=C4S3,40.43,0.0,51.66,40.83,28.81,44.0,405.1,12.0,15.0,1.27,6.0,227.6,0.0,101.5,2.0,9057.0,109.4,9.69,7.73,46.53,4.94,21.0,2.0,5.0,0.0,1.0,61.36,567.4,356.0,211.4,480.5,86.91,4.43,4.42,7.61,10.54,4.7,0.02,198.0,4.0,5.0,1.0,44.24,24,
CC1CN(C2=NC=CC=C2Cl)CCN1C3=NC4=CC(C(C)(C)C)=CC=C4O3,43.53,0.0,28.91,42.0,59.69,52.0,384.2,12.0,15.0,1.33,6.0,198.5,0.0,103.4,2.0,8448.0,108.1,9.69,7.43,46.09,4.45,21.0,3.0,5.0,0.0,1.0,45.4,591.2,407.0,184.1,562.3,28.88,5.79,5.79,0.0,0.0,4.7,0.02,178.0,4.0,4.0,0.0,33.55,305,
CC1CN(C2=NC=CC=C2Cl)CCN1C3=NC4=CC(Cl)=CC=C4N3,38.12,0.0,53.64,37.41,23.3,41.0,361.1,9.0,15.0,1.24,3.0,166.0,0.0,87.59,2.0,5445.0,97.95,8.87,7.4,41.21,4.28,21.0,2.0,5.0,0.0,1.0,48.05,521.3,301.4,219.9,451.5,69.84,4.79,4.69,9.03,12.16,5.92,0.21,178.0,4.0,4.0,1.0,35.66,325,
CC1CN(C2=NC=CC=C2Cl)CCN1C3=NC4=CC=C(C(C)(C)C)C=C4N3,43.95,0.0,42.72,29.11,60.03,53.0,383.2,12.0,15.0,1.33,6.0,202.3,0.0,103.4,2.0,8448.0,109.4,9.7,7.4,43.92,4.4,21.0,3.0,5.0,0.0,1.0,48.05,589.4,404.9,184.5,563.1,26.31,5.73,5.54,9.34,12.4,6.28,0.38,177.0,4.0,4.0,1.0,32.57,90.4,
CC1CN(C2=NSN=C2Cl)CCN1C3=NC4=CC(C(C)(C)C)=CC=C4N3,43.15,0.0,28.55,41.46,59.42,49.0,390.1,12.0,14.0,1.15,6.0,231.2,0.0,98.24,2.0,7348.0,100.0,9.29,6.94,45.18,4.45,20.0,3.0,5.0,0.0,2.0,60.94,539.7,346.0,193.6,508.3,31.33,5.55,5.31,9.45,12.46,6.42,0.45,198.0,5.0,5.0,1.0,32.7,776,
CC1(C(F)(F)F)CC(NC(=O)NC2=CC=C3C(=C2)NC(=O)CC3)C4=CC=CC=C4O1,39.75,0.0,43.16,47.83,28.28,50.0,419.1,18.0,12.0,1.24,10.0,146.9,0.0,120.9,0.0,11070.0,101.1,9.11,8.27,45.99,5.02,20.0,3.0,6.0,0.0,0.0,79.46,567.0,346.3,220.7,403.8,163.2,3.45,3.45,4.98,13.08,-3.06,0.0,12.0,3.0,5.0,3.0,53.42,7,
CC1(C(F)(F)F)CC(NC(=O)NC2=CC=C3C(=C2)NC(=O)CO3)C4=CC=CC=C4O1,38.7,0.0,40.81,48.61,26.69,48.0,421.1,18.0,12.0,1.24,10.0,146.8,0.0,120.9,0.0,11070.0,97.35,8.54,9.51,50.49,5.08,20.0,3.0,6.0,0.0,0.0,88.69,567.7,348.9,218.8,382.5,185.2,2.69,2.69,4.27,11.48,-2.95,0.0,24.0,4.0,6.0,3.0,57.72,58,
CC1(C(F)(F)F)CC(NC(=O)NCC2=CC=C(NS(C)(=O)=O)C(F)=C2)C3=CC=CC=C3O1,42.82,0.0,43.12,53.67,31.66,53.0,475.1,20.0,12.0,1.43,16.0,237.6,0.0,128.4,0.0,16150.0,114.4,9.82,7.05,56.66,5.82,16.0,5.0,6.0,0.0,0.0,93.73,646.3,357.5,288.8,421.7,224.6,2.13,2.04,2.62,7.05,-1.79,-0.22,28.0,5.0,8.0,3.0,60.4,587,
CC1(C(F)F)CC(NC(=O)NC2=CC=C3C(=C2)NC(=O)CC3)C4=CC=C(Cl)C=C4O1,42.18,0.0,53.13,43.06,30.34,50.0,435.1,18.0,12.0,1.23,10.0,144.8,0.0,120.2,0.0,11270.0,104.3,9.11,9.25,50.31,5.47,20.0,3.0,6.0,0.0,0.0,79.46,576.6,343.2,233.4,438.0,138.6,3.57,3.57,4.98,13.08,-3.06,0.0,12.0,3.0,5.0,3.0,51.1,4,
CC1(C(F)F)CC(NC(=O)NC2=CC=C3C(=C2)NC(=O)CC3)C4=CC=CC=C4O1,39.71,0.0,41.88,49.51,27.74,50.0,401.2,17.0,12.0,1.26,9.0,145.1,0.0,114.3,0.0,10120.0,100.6,9.11,8.27,45.41,4.87,20.0,3.0,6.0,0.0,0.0,79.46,559.2,359.2,200.0,420.6,138.6,2.97,2.97,4.98,13.08,-3.06,0.0,12.0,3.0,5.0,3.0,48.0,110,
CC1(C(F)F)CC(NC(=O)NC2=CC=C3C(=C2)NC(=O)CO3)C4=CC=C(Cl)C=C4O1,41.02,0.0,52.3,41.47,29.3,48.0,437.1,18.0,12.0,1.23,10.0,144.7,0.0,120.2,0.0,11270.0,99.93,8.54,9.68,55.23,5.65,20.0,3.0,6.0,0.0,0.0,88.69,577.2,345.8,231.5,416.7,160.6,2.81,2.81,4.27,11.48,-2.95,0.0,24.0,4.0,6.0,3.0,55.4,21,
CC1(C(F)F)CC(NC(=O)NC2=CC=C3C(=C2)NC(=O)CO3)C4=CC=CC=C4O1,38.56,0.0,40.14,48.77,26.78,48.0,403.1,17.0,12.0,1.26,9.0,145.0,0.0,114.3,0.0,10120.0,95.65,8.7,9.86,50.31,5.08,20.0,3.0,6.0,0.0,0.0,88.69,559.8,361.8,198.1,399.3,160.5,2.2,2.2,4.27,11.48,-2.95,0.0,24.0,4.0,6.0,3.0,52.3,360,
CC1(C(F)F)CC(NC(=O)NC2=CC=C3C(=C2)NC(=O)N(CCO)C3)C4=CC=CC=C4O1,43.72,0.0,41.62,35.82,53.73,56.0,446.2,20.0,12.0,1.32,12.0,148.6,0.0,130.3,0.0,15300.0,118.3,9.59,8.12,52.94,5.2,20.0,5.0,6.0,0.0,0.0,102.9,598.1,404.6,193.5,445.4,152.7,1.84,1.84,5.03,12.58,-2.55,0.0,16.0,4.0,6.0,4.0,55.37,1300,
CC1(C(F)F)CC(NC(=O)NCC2=CC=C(NS(C)(=O)=O)C(F)=C2)C3=CC=CC=C3O1,42.71,0.0,53.52,43.06,31.57,53.0,457.1,19.0,12.0,1.44,15.0,235.7,0.0,121.7,0.0,14880.0,112.5,9.82,7.05,55.75,5.82,16.0,5.0,6.0,0.0,0.0,93.73,638.5,370.4,268.1,438.5,200.0,1.65,1.55,2.62,7.05,-1.79,-0.22,28.0,5.0,8.0,3.0,54.98,5280,
CC1(CF)CC(NC(=O)NC2=CC=C3C(=C2)NC(=O)CC3)C4=CC=C(Cl)C=C4O1,42.07,0.0,52.98,42.96,30.28,50.0,417.1,17.0,12.0,1.25,9.0,143.7,0.0,114.0,0.0,10300.0,103.4,9.12,9.25,48.57,5.47,20.0,3.0,6.0,0.0,0.0,79.46,577.5,365.7,211.8,468.0,109.5,3.3,3.3,4.98,13.08,-3.06,0.0,12.0,3.0,5.0,3.0,45.68,130,
CC1(CF)CC(NC(=O)NC2=CC=C3C(=C2)NC(=O)CO3)C4=CC=C(C(F)(F)F)C=C4O1,41.06,0.0,41.59,29.5,52.08,51.0,453.1,20.0,12.0,1.35,12.0,150.9,0.0,131.4,0.0,14380.0,103.5,8.55,10.66,57.48,5.88,20.0,4.0,6.0,0.0,0.0,88.69,619.6,376.8,242.8,385.5,234.1,2.82,2.82,4.27,11.48,-2.95,0.0,24.0,4.0,6.0,3.0,63.14,34,
CC1(CF)CC(NC(=O)NCC2=CC=C(NS(C)(=O)=O)C(F)=C2)C3=CC=C(C(F)(F)F)C=C3O1,45.21,0.0,33.4,45.41,56.8,56.0,507.1,22.0,12.0,1.52,18.0,241.6,0.0,139.1,0.0,20400.0,121.3,9.81,7.04,62.56,6.48,16.0,6.0,6.0,0.0,0.0,93.73,698.2,385.4,312.8,424.7,273.5,2.26,2.16,2.62,7.05,-1.79,-0.22,28.0,5.0,8.0,3.0,65.82,345,
CC(C(=O)NCC1=CC(C(F)(F)F)=NN1C2=CC=CC(Cl)=C2)C3=CC=C(NS(C)(=O)=O)C(F)=C3,45.83,0.0,56.84,46.63,34.02,53.0,518.1,17.0,17.0,1.54,17.0,237.0,0.0,139.0,1.0,19340.0,126.5,9.71,7.34,62.73,6.16,17.0,7.0,5.0,0.0,1.0,90.29,702.9,345.2,357.6,453.1,249.8,3.68,3.59,3.24,7.05,-0.56,-0.22,109.0,5.0,8.0,2.0,65.19,8.1,
CC(C(=O)NCC1=CC=C(C(F)(F)F)C=C1SC2CCCCC2)C3=CC=C(NS(C)(=O)=O)C(F)=C3,51.12,0.0,42.01,49.87,61.49,63.0,532.1,23.0,12.0,1.48,17.0,247.6,0.0,143.1,0.0,22180.0,134.6,10.09,8.35,63.08,6.01,18.0,8.0,6.0,0.0,0.0,72.47,745.6,423.9,321.7,527.6,218.0,4.91,4.81,2.48,7.05,-2.1,-0.22,21.0,4.0,7.0,2.0,55.32,7.3,
CC(C(=O)NCC1=CC=C(C(F)(F)F)N=C1N2CCC(NC(=O)OC(C)(C)C)C2)C3=CC=C(NS(C)(=O)=O)C(F)=C3,57.5,0.0,48.27,53.23,71.0,74.0,603.2,29.0,12.0,1.45,24.0,319.1,0.0,178.7,1.0,38470.0,145.9,10.25,9.43,89.51,8.02,17.0,10.0,5.0,1.0,0.0,126.9,890.5,536.1,354.4,627.3,263.3,3.2,3.11,4.78,7.05,2.5,-0.22,167.0,7.0,11.0,3.0,67.51,737,
CC(C(=O)NCC1=CC=C(C(F)(F)F)N=C1N2CCCCC2)C3=CC=C(NS(C)(=O)=O)C(F)=C3,46.96,0.0,45.7,37.8,57.39,60.0,502.2,22.0,12.0,1.53,16.0,254.5,0.0,138.6,1.0,19700.0,122.5,10.09,9.05,61.92,5.43,18.0,7.0,6.0,0.0,0.0,88.6,708.8,405.6,303.2,477.5,231.4,3.41,3.32,4.78,7.05,2.51,-0.22,117.0,6.0,9.0,2.0,56.59,46.7,
CC(NC(=O)NC=1C=CC=C2NN=CC12)C3=CC=C(C(F)(F)F)C=C3,31.93,0.0,33.02,37.64,25.13,40.0,348.1,10.0,15.0,1.27,10.0,114.8,0.0,88.95,1.0,7322.0,99.1,8.63,7.75,43.65,4.55,15.0,4.0,5.0,0.0,1.0,69.81,544.5,290.9,253.7,367.3,177.2,3.44,3.44,6.71,12.36,1.1,0.0,198.0,2.0,3.0,3.0,48.96,248,
CC(NC(=O)NC=1C=CC=C2NN=CC12)C=3C=CC=C4C=CC=CC34,35.4,0.0,34.66,25.28,46.27,43.0,330.1,6.0,19.0,1.16,6.0,174.4,0.0,91.58,1.0,6308.0,105.7,8.73,6.9,48.62,5.15,19.0,3.0,5.0,0.0,1.0,69.81,532.5,337.4,195.1,460.1,72.35,3.55,3.55,6.71,12.36,1.1,0.0,198.0,2.0,3.0,3.0,38.39,3750,
CC(NCC=1C(C(=O)NC2CCCC(O)C2)=NOC1C3=CC=C(C(F)(F)F)C=C3)C(F)(F)F,42.92,0.0,41.35,30.42,57.0,56.0,479.2,22.0,11.0,1.52,16.0,109.8,0.0,134.7,1.0,15070.0,115.2,9.61,8.42,57.76,5.46,17.0,8.0,5.0,0.0,1.0,87.39,648.2,350.4,297.8,396.1,252.1,3.51,3.51,8.53,12.82,4.25,0.01,26.0,4.0,5.0,3.0,64.58,0.1585,
CC(O)C(O)C1=CN=C(N2CCN(C(=O)NC3=NC4=CC(F)=C(F)C=C4S3)CC2C)C(F)=C1,47.2,0.0,29.7,42.59,69.32,55.0,481.1,18.0,15.0,1.21,12.0,193.1,0.0,133.9,2.0,19550.0,121.3,11.15,7.34,44.57,4.25,21.0,4.0,5.0,0.0,1.0,101.8,631.0,425.4,205.6,455.5,175.4,3.13,3.13,7.04,10.55,3.55,0.0,198.0,6.0,7.0,3.0,60.48,49,
CC(O)C(O)C1=CN=C(N2CCN(C(=O)NC3=NC4=CC(F)=CC=C4S3)CC2C)C(F)=C1,47.09,0.0,29.61,42.53,69.13,55.0,463.1,17.0,15.0,1.24,11.0,193.3,0.0,128.0,2.0,17540.0,119.9,10.93,7.1,44.28,4.25,21.0,4.0,5.0,0.0,1.0,101.8,624.5,436.1,188.4,482.8,141.7,2.99,2.98,7.04,10.55,3.55,0.0,198.0,6.0,7.0,3.0,54.99,439,
CC(O)C(O)C1=CN=C(N2CCN(C(=O)NC3=NC4=CC=C(Cl)C=C4S3)CC2)C(F)=C1,47.48,0.0,29.42,41.69,71.33,52.0,465.1,16.0,15.0,1.06,10.0,192.8,0.0,121.0,2.0,16770.0,127.7,11.72,8.66,48.43,4.78,21.0,4.0,5.0,0.0,1.0,101.8,627.4,402.2,225.3,510.8,116.6,3.03,3.03,7.06,10.55,3.58,0.0,198.0,6.0,7.0,3.0,52.6,20.6,
CC(O)C(O)C1=CN=C(N2CCN(C(=O)NC3=NC4=CC=C(F)C=C4S3)CC2C)C(F)=C1,46.83,0.0,68.64,42.69,29.14,55.0,463.1,17.0,15.0,1.24,11.0,176.0,0.0,128.0,2.0,17540.0,117.8,10.91,9.52,52.06,4.55,21.0,4.0,5.0,0.0,1.0,101.8,641.4,433.2,208.3,488.3,153.1,2.99,2.98,7.04,10.55,3.55,0.0,198.0,6.0,7.0,3.0,54.99,415,
CC(O)C(O)C1=CN=C(N2CCN(C(=O)NC3=NC4=CC=C(F)C=C4S3)CC2)C(Cl)=C1,46.75,0.0,31.54,41.19,67.53,52.0,465.1,16.0,15.0,1.06,10.0,173.1,0.0,121.0,2.0,16770.0,123.4,11.28,7.83,50.94,4.74,21.0,4.0,5.0,0.0,1.0,101.8,625.7,408.1,217.6,492.4,133.3,3.03,3.03,7.38,10.55,4.2,0.0,198.0,6.0,7.0,3.0,52.6,87,
CC(O)C(O)C1=CN=C(N2CCN(C(=O)NC3=NC4=CC=C(F)C=C4S3)CC2)C(F)=C1,45.08,0.0,28.04,40.31,66.88,52.0,449.1,16.0,15.0,1.06,10.0,192.9,0.0,121.0,2.0,16770.0,124.3,11.44,8.59,47.31,4.68,21.0,4.0,5.0,0.0,1.0,101.8,616.3,415.2,201.1,466.2,150.1,2.57,2.57,7.06,10.55,3.58,0.0,198.0,6.0,7.0,3.0,54.99,69,
CC(O)C(O)C1=CN=C(N2CCN(C(=O)NC3=NC4=CC=CC=C4S3)CC2C)C(F)=C1,46.7,0.0,29.12,42.67,68.32,55.0,445.2,16.0,15.0,1.1,10.0,176.4,0.0,122.4,2.0,15540.0,116.0,10.65,9.52,51.4,4.55,21.0,4.0,5.0,0.0,1.0,101.8,635.0,428.8,206.1,515.3,119.6,2.84,2.84,7.04,10.54,3.55,0.0,198.0,6.0,7.0,3.0,49.51,2045,
CC1CCCN1CC2=CC(C(=O)NC3=CC=C4C(=C3)N(C)C(=O)CC4)=CC=C2C5=CC=CC=C5.Cl,52.75,1.0,52.92,71.27,34.06,65.0,453.2,16.0,18.0,1.13,7.0,511.6,0.0,142.8,0.0,17350.0,132.8,9.98,9.38,59.83,5.85,27.0,5.0,5.0,1.0,0.0,53.85,655.6,484.5,171.1,604.4,51.17,4.88,2.3,10.34,11.52,9.14,1.0,9.0,2.0,4.0,2.0,38.46,890,
CC1CN(C(=O)NC2=NC3=CC=C(F)C=C3S2)CCN1C4=NC=C(C(O)C(C)O)C=C4F,46.73,0.0,67.52,42.61,30.05,55.0,463.1,17.0,15.0,1.24,11.0,193.2,0.0,128.0,2.0,17540.0,121.2,11.26,7.73,48.9,4.78,21.0,4.0,5.0,0.0,1.0,101.8,625.0,421.5,203.5,483.7,141.4,2.99,2.98,7.04,10.55,3.55,0.0,198.0,6.0,7.0,3.0,54.99,171,
CC1CN(C(=O)NC2=NC3=CC=CC=C3S2)CCN1C4=NC=C(C(O)C(C)O)C=C4F,46.6,0.0,30.03,42.58,67.2,55.0,445.2,16.0,15.0,1.1,10.0,193.5,0.0,122.4,2.0,15540.0,120.5,11.0,7.73,50.17,4.78,21.0,4.0,5.0,0.0,1.0,101.8,618.6,417.2,201.4,510.7,107.9,2.84,2.84,7.04,10.54,3.55,0.0,198.0,6.0,7.0,3.0,49.51,506,
CC1CN(C(=O)NC2=NC3=CC=CC=C3S2)CCN1C4=NC=C(C(O)CO)C=C4F,44.77,0.0,27.69,40.99,65.64,52.0,431.1,15.0,15.0,1.13,9.0,188.4,0.0,116.9,2.0,13800.0,117.2,10.88,7.47,49.41,5.15,21.0,4.0,5.0,0.0,1.0,101.8,609.1,414.0,195.1,472.9,136.2,2.43,2.43,7.04,10.55,3.56,0.0,198.0,6.0,7.0,3.0,49.51,553,
CC1CN(C2=NC=C(C(O)CO)C=C2F)CCN1C(=O)NC3=NC4=CC(F)=CC=C4S3,44.98,0.0,66.21,40.97,27.76,52.0,449.1,16.0,15.0,1.1,10.0,253.1,0.0,122.3,2.0,15600.0,121.3,10.46,8.82,56.19,5.57,21.0,4.0,5.0,0.0,1.0,101.8,624.2,439.3,184.9,453.6,170.6,2.57,2.57,7.05,10.54,3.58,0.0,198.0,6.0,7.0,3.0,54.99,168,
CC1CN(C2=NC=C(C(O)CO)C=C2F)CCN1C(=O)NC3=NC4=CC(F)=C(F)C=C4S3,45.18,0.0,67.34,41.02,27.18,52.0,467.1,17.0,15.0,1.25,11.0,252.4,0.0,128.2,2.0,17430.0,126.1,11.34,7.96,51.75,4.88,21.0,4.0,5.0,0.0,1.0,101.8,627.1,425.4,201.7,425.9,201.2,2.71,2.71,7.06,10.55,3.58,0.0,198.0,6.0,7.0,3.0,60.48,17.1,
CC1CN(C2=NC=C(C(O)CO)C=C2F)CCN1C(=O)NC3=NC4=CC(F)=CC=C4S3,45.03,0.0,66.93,40.71,27.46,52.0,449.1,16.0,15.0,1.1,10.0,252.6,0.0,122.3,2.0,15600.0,124.4,11.15,7.96,51.69,4.88,21.0,4.0,5.0,0.0,1.0,101.8,620.6,436.1,184.5,453.2,167.4,2.57,2.57,7.05,10.54,3.58,0.0,198.0,6.0,7.0,3.0,54.99,700,
CC1CN(C2=NC=C(C(O)CO)C=C2F)CCN1C(=O)NC3=NC4=CC=CC=C4S3,44.89,0.0,27.41,40.61,66.66,52.0,431.1,15.0,15.0,1.13,9.0,252.9,0.0,116.9,2.0,13780.0,122.7,11.08,7.62,50.96,4.88,21.0,4.0,5.0,0.0,1.0,101.8,614.3,417.2,197.1,480.1,134.2,2.43,2.43,7.05,10.54,3.58,0.0,198.0,6.0,7.0,3.0,49.51,98,
CC1CN(C2=NC=CC=C2Cl)CCN1C3=NC4=CC(C(C)(C)C)=CC=C4N3,43.65,0.0,30.41,38.76,61.79,53.0,383.2,12.0,15.0,1.33,6.0,201.5,0.0,103.4,2.0,8448.0,108.0,9.78,7.6,42.33,4.44,21.0,3.0,5.0,0.0,1.0,48.05,586.8,401.8,185.0,562.3,24.53,5.73,5.48,9.45,12.46,6.42,0.47,178.0,4.0,4.0,1.0,32.57,948,
CC1CN(CC2=NC(NC3=CC=C(C(F)(F)F)N=C3)=C4C=CC(C5=NC=CC=C5C(F)(F)F)=CC4=N2)CC(C)O1,53.12,0.0,39.34,51.13,68.9,64.0,562.2,18.0,22.0,1.21,12.0,246.6,0.0,181.6,3.0,27510.0,147.5,9.42,7.95,70.38,7.17,28.0,7.0,6.0,0.0,0.0,76.06,782.2,474.2,308.0,549.0,233.1,6.01,5.98,9.64,14.07,5.23,0.05,198.0,7.0,7.0,1.0,75.4,2,
CC1OC2=C(NC(=O)NC3CC(CF)(CF)OC4=CC(Cl)=CC=C43)C=CC=C2NC1=O,42.88,0.0,51.28,45.72,31.65,51.0,451.1,19.0,12.0,1.24,11.0,161.3,0.0,127.2,0.0,11670.0,105.8,8.67,10.21,58.78,5.54,20.0,4.0,6.0,0.0,0.0,88.69,607.4,368.6,238.9,466.7,140.7,2.96,2.96,3.83,11.27,-3.51,0.0,24.0,4.0,6.0,3.0,55.4,8,
CC1OC2=C(NC(=O)NC3CCC(C4=CC=CC=C4)C3)C=CC=C2NC1=O,39.46,0.0,39.74,47.98,30.66,50.0,365.2,15.0,12.0,1.25,6.0,132.1,0.0,100.5,0.0,9227.0,110.1,9.39,7.07,48.89,5.11,21.0,3.0,5.0,1.0,0.0,79.46,586.5,385.9,200.6,492.6,93.9,3.23,3.23,4.1,11.27,-2.95,0.0,24.0,3.0,5.0,3.0,37.15,55,
C=C(C)C12CC(C)C3(OCC4=CC=CC=C4)C(C=C(COC(=O)CC5=CC(I)=C(O)C(OC)=C5)CC6(O)C(=O)C(C)=CC63)C1OCO2,73.2,0.0,82.28,76.75,60.57,88.0,756.2,35.0,12.0,1.21,18.0,982.0,4.0,242.9,0.0,39420.0,144.0,9.45,12.14,106.2,6.98,29.0,10.0,5.0,2.0,0.0,120.8,838.9,594.1,244.8,713.3,125.5,5.89,5.89,2.55,8.87,-3.79,-0.01,9.0,8.0,10.0,2.0,58.84,0.4,
C=CC1=CC(CNC(=O)CCCCCCCC)=CC(OC)=C1O,38.04,0.0,38.26,30.51,45.34,52.0,319.2,17.0,6.0,2.08,17.0,112.1,0.0,72.68,0.0,7031.0,106.0,10.25,8.39,52.45,5.7,6.0,11.0,6.0,0.0,0.0,58.56,675.3,512.8,162.6,596.0,79.32,4.56,4.56,4.67,9.86,-0.52,0.0,9.0,3.0,4.0,2.0,25.59,389.6,
C=CCC1C2=CC=C(F)C=C2CCC1NC(=O)NC=3C=CC=C4C=NC=CC34,39.78,0.0,28.3,39.15,51.9,50.0,375.2,12.0,16.0,1.3,8.0,186.8,0.0,108.1,1.0,8946.0,96.1,7.86,10.57,58.99,5.2,20.0,4.0,6.0,0.0,0.0,54.02,532.3,342.5,189.8,461.7,70.58,4.52,4.52,8.78,12.86,4.7,0.02,198.0,2.0,3.0,2.0,39.82,100,
C1=CC(N2C=C(CN3CCC4=C(NC5=CC=CC=C45)C3)N=N2)=C6C=CN=CC6=C1,42.67,0.0,32.58,36.66,58.76,49.0,380.2,5.0,24.0,0.84,1.0,140.7,0.0,115.1,3.0,11360.0,103.2,9.31,8.13,50.55,4.98,28.0,3.0,5.0,0.0,2.0,62.63,588.0,395.9,192.1,536.1,51.88,3.26,3.24,10.81,16.45,5.17,0.04,198.0,4.0,4.0,1.0,40.93,2156,
CC(C=CC=C(C)C=CC1=CCCCC1(C)C)=CC=O,33.83,0.0,31.87,23.79,45.82,46.0,270.2,20.0,0.0,2.14,14.0,201.3,0.0,60.04,0.0,4090.0,93.08,9.06,6.94,38.53,4.11,6.0,5.0,6.0,0.0,0.0,17.07,501.9,370.2,131.6,455.8,46.14,4.61,4.61,7.94,0.0,-4.06,0.0,28.0,1.0,2.0,0.0,15.96,17490,
CC(=O)C1=CC=C(C(=O)NC2=CC=C(I)C=C2)C=C1,32.04,0.0,17.72,28.83,49.57,31.0,365.0,7.0,12.0,1.53,7.0,85.4,0.0,58.67,0.0,2917.0,90.32,8.83,4.83,28.88,4.11,12.0,3.0,6.0,0.0,0.0,46.17,488.8,236.6,252.2,423.3,65.55,3.55,3.55,3.81,11.59,-3.99,0.0,6.0,2.0,4.0,1.0,26.97,10000,
CC(=O)C1=CC=CC=C1C2=CC=C3NC(C=CC4=CC=C(C(C)(C)C)C=C4)=NC3=C2,47.68,0.0,42.23,31.96,68.85,56.0,394.2,9.0,21.0,1.11,9.0,209.7,0.0,115.9,1.0,14570.0,124.2,10.65,7.02,48.92,4.86,21.0,5.0,5.0,0.0,1.0,45.75,662.0,456.8,205.2,619.8,42.22,6.57,6.55,8.38,11.52,5.22,0.05,198.0,2.0,3.0,1.0,37.75,25,
CC(=O)C1=CC=CC=C1C2=CC=C3NC(C=CC4=CC=C(C(F)(F)F)C=C4)=NC3=C2,41.99,0.0,61.76,37.5,26.72,47.0,406.1,9.0,21.0,1.11,9.0,168.2,0.0,115.9,1.0,14570.0,118.1,10.15,7.06,43.19,4.82,21.0,5.0,5.0,0.0,1.0,45.75,631.4,357.4,274.0,486.0,145.5,5.91,5.89,8.38,11.52,5.22,0.05,198.0,2.0,3.0,1.0,54.01,120,
CC(=O)N(C)C1CCN(C2=NC3=C(C(NC4=CC=C(C(F)(F)F)C=C4)=N2)CCN(C5=NC=CC=C5C(F)(F)F)CC3)C1,57.06,0.0,75.23,56.48,39.47,71.0,593.2,24.0,18.0,1.18,14.0,421.4,0.0,195.5,2.0,32180.0,139.7,9.77,10.35,70.13,6.4,28.0,7.0,5.0,1.0,0.0,77.49,735.0,446.5,288.5,521.6,213.4,5.39,5.18,11.39,16.51,6.26,0.4,198.0,7.0,8.0,1.0,74.48,62,
CC(=O)N1CCC2=CC=C(NC(=O)C3CCN(C4=CC=CC(C(F)(F)F)=C4)CC3)C=C21,43.18,0.0,53.66,45.74,30.15,55.0,431.2,19.0,12.0,1.08,10.0,194.0,0.0,122.1,0.0,15750.0,125.3,9.81,7.02,46.77,4.95,21.0,4.0,5.0,1.0,0.0,52.65,631.6,422.6,209.0,483.8,147.8,3.61,3.6,9.18,13.73,4.64,0.01,9.0,3.0,5.0,1.0,48.97,800,
